taxon_oid,Domain,Status,Study_Name,Genome_Name_/_Sample_Name,Sequencing_Center,IMG_Genome_ID_,Altitude,Depth,Ecosystem,Ecosystem_Category,Ecosystem_Subtype,Ecosystem_Type,Ecotype,Habitat,pH,Salinity,Genome_Size___*_assembled,Gene_Count___*_assembled,DSAda,CheAs,CheA_per
3300001279,*Microbiome,Draft,Wetland microbial communities from Twitchell Island in the Sacramento Delta,"Wetland sediment microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site B2 Bulk (Wetland Surface Sediment Aug2011 Site B2 Bulk Metagenome, ASSEMBLY_DATE=20130408)",DOE Joint Genome Institute (JGI),3300001279,0m,0m,Environmental,Aquatic,Wetlands,Marine,,Wetland,,,217817654,615872,"Wetland sediment microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site B2 Bulk (Wetland Surface Sediment Aug2011 Site B2 Bulk Metagenome, ASSEMBLY_DATE=20130408)",26242,0.042609503
3300001164,*Microbiome,Draft,"Forest soil microbial communities from Douglas fir zone in British Columbia and Gulf Coastal Plain in Texas, USA","Forest soil microbial communities from El Dorado National Forest, California, USA - Mediterranean Blodgett CA OM3_M1 (Mediterranean Blodgett CA OM3_M1, ASSEMBLY_DATE=20130222)",DOE Joint Genome Institute (JGI),3300001164,1320m,,Environmental,Terrestrial,Loam,Soil,,Forest soil,,,59419911,179384,"Forest soil microbial communities from El Dorado National Forest, California, USA - Mediterranean Blodgett CA OM3_M1 (Mediterranean Blodgett CA OM3_M1, ASSEMBLY_DATE=20130222)",7542,0.042043884
3300001429,*Microbiome,Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil from Barrow, Alaska - NGEE Surface sample 415-3 shallow-092012 (NGEE Surface sample 415-3 shallow-092012, ASSEMBLY_DATE=20130523)",DOE Joint Genome Institute (JGI),3300001429,5m,,Environmental,Terrestrial,Unclassified,Soil,,Arctic peat soil,,,53974223,130360,"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 415-3 shallow-092012 (NGEE Surface sample 415-3 shallow-092012, ASSEMBLY_DATE=20130523)",5462,0.041899356
3300003848,*Microbiome,Draft,"Agave microbial communities from California, USA, and Mexico","Agave microbial communities from California, USA -  Or.Sf.rz",DOE Joint Genome Institute (JGI),3300003848,1892m,,Host-associated,Plants,Unclassified,Phylloplane,,Agave,,,155119242,294891,"Agave microbial communities from California, USA -  Or.Sf.rz",11793,0.039991048
3300000580,*Microbiome,Draft,"Forest soil microbial communities from Amazon Forest, Brazil","Forest soil microbial communities from Amazon forest - 2010 replicate II A01 (Amazon Forest 2010 replicate II A01, March 2012 Assem)",DOE Joint Genome Institute (JGI),3300000580,,,Environmental,Terrestrial,Unclassified,Soil,,Forest soil,,,155587673,419065,"Forest soil microbial communities from Amazon forest - 2010 replicate II A01 (Amazon Forest 2010 replicate II A01, March 2012 Assem)",16654,0.039740852
3300003352,*Microbiome,Draft,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada","Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP14_OM1 (Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP14_OM1, ASSEMBLY_DATE=20140825)",DOE Joint Genome Institute (JGI),3300003352,,,Environmental,Aquatic,Wetlands,Freshwater,,Bog forest soil,,,118568907,325842,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP14_OM1 (Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP14_OM1, ASSEMBLY_DATE=20140825)",12654,0.038834773
3300003367,*Microbiome,Draft,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada","Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP03_OM3 (Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP03_OM3, ASSEMBLY_DATE=20140828)",DOE Joint Genome Institute (JGI),3300003367,,,Environmental,Aquatic,Wetlands,Freshwater,,Bog forest soil,,,68930145,188209,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP03_OM3 (Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP03_OM3, ASSEMBLY_DATE=20140828)",7285,0.038706969
3300001174,*Microbiome,Draft,"Forest soil microbial communities from Douglas fir zone in British Columbia and Gulf Coastal Plain in Texas, USA","Forest soil microbial communities from Thunder Bay, Ontario, Canada - Black Spruce, Ontario site 2_A8_OM2_M1 (Black Spruce, Ontario site 2_A8_OM2_M1, ASSEMBLY_DATE=20130306)",DOE Joint Genome Institute (JGI),3300001174,450,,Environmental,Terrestrial,Loam,Soil,,Forest soil,,,48215566,149811,"Forest soil microbial communities from Thunder Bay, Ontario, Canada - Black Spruce, Ontario site 2_A8_OM2_M1 (Black Spruce, Ontario site 2_A8_OM2_M1, ASSEMBLY_DATE=20130306)",5794,0.038675398
3300003350,*Microbiome,Draft,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada","Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP14_OM3 (Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP14_OM3, ASSEMBLY_DATE=20140825)",DOE Joint Genome Institute (JGI),3300003350,,,Environmental,Aquatic,Wetlands,Freshwater,,Bog forest soil,,,109123538,292858,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP14_OM3 (Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP14_OM3, ASSEMBLY_DATE=20140825)",11199,0.038240376
3300001369,*Microbiome,Draft,"Forest soil microbial communities from Douglas fir zone in British Columbia and Gulf Coastal Plain in Texas, USA","Forest soil microbial communities from Algoma, Ontario, Canada - Jack Pine, Ontario site 1_JW_OM3H0_M1 (Jack Pine, Ontario site 1_JW_OM3H0_M1, ASSEMBLY_DATE=20130501)",DOE Joint Genome Institute (JGI),3300001369,228,,Environmental,Terrestrial,Loam,Soil,,Forest soil,,,62108885,193396,"Forest soil microbial communities from Algoma, Ontario, Canada - Jack Pine, Ontario site 1_JW_OM3H0_M1 (Jack Pine, Ontario site 1_JW_OM3H0_M1, ASSEMBLY_DATE=20130501)",7203,0.037244824
3300000579,*Microbiome,Draft,"Forest soil microbial communities from Amazon Forest, Brazil","Forest soil microbial communities from Amazon forest - Pasture72 2010 replicate I A01 (Amazon Pasture72 2010 replicate I A01, April 2012 Assem)",DOE Joint Genome Institute (JGI),3300000579,,,Environmental,Terrestrial,Unclassified,Soil,,Forest soil,,,198863308,572460,"Forest soil microbial communities from Amazon forest - Pasture72 2010 replicate I A01 (Amazon Pasture72 2010 replicate I A01, April 2012 Assem)",20929,0.03655976
3300002073,*Microbiome,Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - M4 (KBS Miscanthus M4, ASSEMBLY_DATE=20131021)",DOE Joint Genome Institute (JGI),3300002073,288m,,Host-associated,Plants,Epiphytes,Rhizoplane,,"Corn, switchgrass and miscanthus rhizosphere ",,,175696539,536918,"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - M4 (KBS Miscanthus M4, ASSEMBLY_DATE=20131021)",19052,0.035484003
3300002126,*Microbiome,Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA, with PhiX - S5 (KBS Switchgrass S5 with PhiX, ASSEMBLY_DATE=20131117)",DOE Joint Genome Institute (JGI),3300002126,0m,0m,Host-associated,Plants,Epiphytes,Rhizoplane,,"Corn, switchgrass and miscanthus rhizosphere ",,,109288292,315607,"Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA, with PhiX - S5 (KBS Switchgrass S5 with PhiX, ASSEMBLY_DATE=20131117)",11147,0.035319242
3300000463,*Microbiome,Draft,"Environmental microbial communities from Fremont, CA and La Paraguera, Puerto Rico","Marine sediment microbial community from Union City, CA, USA - Pond 2C Sediment 3 (Pond 2C Sediment 3 Union City, June 2012 Assem)",DOE Joint Genome Institute (JGI),3300000463,,11cm,Environmental,Aquatic,Oceanic,Marine,,Enviromental,,,38427200,111900,"Marine sediment microbial community from Union City, CA, USA - Pond 2C Sediment 3 (Pond 2C Sediment 3 Union City, June 2012 Assem)",3941,0.035218945
3300000236,*Microbiome,Draft,"Groundwater microbial communities from subsurface biofilms in sulfidic aquifier in Frasassi Gorge, Italy","Groundwater microbial communities from subsurface biofilms in sulfidic aquifier in Frasassi Gorge, Italy, sample from two redox zones- FS08_3 (Targeted Biofilm samples from two redox zones-FS08_3, Oct 2011 Assem)",DOE Joint Genome Institute (JGI),3300000236,480m,,Environmental,Aquatic,Groundwater,Freshwater,,Groundwater,,,181303868,400347,"Groundwater microbial communities from subsurface biofilms in sulfidic aquifier in Frasassi Gorge, Italy, sample from two redox zones- FS08_3 (Targeted Biofilm samples from two redox zones-FS08_3, Oct 2011 Assem)",14087,0.035186975
3300000709,*Microbiome,Finished,"Soil microbial communities from Kansas Great Prairie, USA, amended with BrdU","Amended soil microbial communities from Kansas Great Prairies, USA - Total DNA F1.4 TB amended with BrdU and acetate no abondance (Kansas native prairie Total DNA F1.4 TB, Feb 2012 Assem)",DOE Joint Genome Institute (JGI),3300000709,,,Environmental,Terrestrial,Loam,Soil,,Soil,,,84550804,270522,"Amended soil microbial communities from Kansas Great Prairies, USA - Total DNA F1.4 TB amended with BrdU and acetate no abondance (Kansas native prairie Total DNA F1.4 TB, Feb 2012 Assem)",9458,0.034962036
3300003342,*Microbiome,Draft,"Soil microbial communities from Rifle, Colorado, USA","Soil microbial communities from Rifle, Colorado - Rifle Oxygen_injection D3 (Uranium-contaminated soil microbial communities from Rifle, Colorado - Rifle Oxygen_injection D3, ASSEMBLY_DATE=20140821)",DOE Joint Genome Institute (JGI),3300003342,,,Environmental,Terrestrial,Loam,Soil,,Soil,,,72342658,145665,"Soil microbial communities from Rifle, Colorado - Rifle Oxygen_injection D3 (Uranium-contaminated soil microbial communities from Rifle, Colorado - Rifle Oxygen_injection D3, ASSEMBLY_DATE=20140821)",5026,0.034503827
3300001281,*Microbiome,Draft,Wetland microbial communities from Twitchell Island in the Sacramento Delta,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site A1 Bulk (Wetland Surface Sediment Aug2011 Site A1 Bulk Metagenome, ASSEMBLY_DATE=20130408)",DOE Joint Genome Institute (JGI),3300001281,0m,0m,Environmental,Aquatic,Wetlands,Marine,,Wetland,,,173204638,479751,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site A1 Bulk (Wetland Surface Sediment Aug2011 Site A1 Bulk Metagenome, ASSEMBLY_DATE=20130408)",16477,0.0343449
3300001413,*Microbiome,Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil from Barrow, Alaska - NGEE Surface sample 415-1 shallow-072012 (NGEE Surface sample 415-1 shallow-072012, ASSEMBLY_DATE=20130514)",DOE Joint Genome Institute (JGI),3300001413,5m,,Environmental,Terrestrial,Unclassified,Soil,,Arctic peat soil,,,46943126,138719,"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 415-1 shallow-072012 (NGEE Surface sample 415-1 shallow-072012, ASSEMBLY_DATE=20130514)",4755,0.034277929
3300000597,*Microbiome,Draft,"Forest soil microbial communities from Amazon Forest, Brazil","Forest soil microbial communities from Amazon forest - 2010 replicate II A1 (Amazon Forest 2010 replicate II A1, April 2012 Assem)",DOE Joint Genome Institute (JGI),3300000597,,,Environmental,Terrestrial,Unclassified,Soil,,Forest soil,,,321952212,768309,"Forest soil microbial communities from Amazon forest - 2010 replicate II A1 (Amazon Forest 2010 replicate II A1, April 2012 Assem)",26323,0.034260955
3300003370,*Microbiome,Draft,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada","Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP03_OM2 (Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP03_OM2, ASSEMBLY_DATE=20140828)",DOE Joint Genome Institute (JGI),3300003370,,,Environmental,Aquatic,Wetlands,Freshwater,,Bog forest soil,,,99582725,252741,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP03_OM2 (Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP03_OM2, ASSEMBLY_DATE=20140828)",8575,0.033928013
3300001086,*Microbiome,Draft,"Forest soil microbial communities from Douglas fir zone in British Columbia and Gulf Coastal Plain in Texas, USA","Forest soil microbial communities from Thunder Bay, Ontario, Canada - Black Spruce, Ontario site 2_A8_OM3_M3 (Black Spruce, Ontario site 2_A8_OM3_M3, ASSEMBLY_DATE=20130219)",DOE Joint Genome Institute (JGI),3300001086,450,,Environmental,Terrestrial,Loam,Soil,,Forest soil,,,65338933,171907,"Forest soil microbial communities from Thunder Bay, Ontario, Canada - Black Spruce, Ontario site 2_A8_OM3_M3 (Black Spruce, Ontario site 2_A8_OM3_M3, ASSEMBLY_DATE=20130219)",5792,0.033692636
3300003220,*Microbiome,Draft,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada","Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP04_OM1 (Bog Forest metaG ECP04OM1, ASSEMBLY_DATE=20140815)",DOE Joint Genome Institute (JGI),3300003220,,,Environmental,Aquatic,Wetlands,Freshwater,,Bog forest soil,,,84431304,226396,"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP04_OM1 (Bog Forest metaG ECP04OM1, ASSEMBLY_DATE=20140815)",7421,0.032778848
3300000564,*Microbiome,Draft,"Soil microbial communities from Kansas Great Prairie, USA, amended with BrdU","Amended soil microbial communities from Kansas Great Prairies, USA -  BrdU F1.2B (Replicate Kansas native prairie amended with BrdU F1.2B, June 2012 Assem)",DOE Joint Genome Institute (JGI),3300000564,,,Environmental,Terrestrial,Loam,Soil,,Soil,,,66568642,214837,"Amended soil microbial communities from Kansas Great Prairies, USA -  BrdU F1.2B (Replicate Kansas native prairie amended with BrdU F1.2B, June 2012 Assem)",7009,0.032624734
3300001976,*Microbiome,Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - S7 (KBS Switchgrass S7, ASSEMBLY_DATE=20131024)",DOE Joint Genome Institute (JGI),3300001976,288m,,Host-associated,Plants,Epiphytes,Rhizoplane,,"Corn, switchgrass and miscanthus rhizosphere ",,,185557620,541838,"Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - S7 (KBS Switchgrass S7, ASSEMBLY_DATE=20131024)",17349,0.032018795
3300002074,*Microbiome,Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - S1 (KBS Switchgrass S1, ASSEMBLY_DATE=20131021)",DOE Joint Genome Institute (JGI),3300002074,288m,,Host-associated,Plants,Epiphytes,Rhizoplane,,"Corn, switchgrass and miscanthus rhizosphere ",,,201171535,597851,"Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - S1 (KBS Switchgrass S1, ASSEMBLY_DATE=20131021)",19076,0.031907616
3300001404,*Microbiome,Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil from Barrow, Alaska - NGEE Surface sample 415-2 deep-072012 (NGEE Surface sample 415-2 deep-072012, ASSEMBLY_DATE=20130514)",DOE Joint Genome Institute (JGI),3300001404,5m,,Environmental,Terrestrial,Unclassified,Soil,,Arctic peat soil,,,51947787,124376,"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 415-2 deep-072012 (NGEE Surface sample 415-2 deep-072012, ASSEMBLY_DATE=20130514)",3857,0.031010806
3300000134,*Microbiome,Draft,Marine microbial communities from chronically polluted sediments in four geographic locations,"Marine microbial communities from chronically polluted sediments in the Baltic Sea - site KBA sample SWE 07_21m (Baltic Sea site KBA sample SWE 07_21m, Oct 2011 Assem)",DOE Joint Genome Institute (JGI),3300000134,33m,21m,Environmental,Aquatic,Wetlands,Marine,,Marine,,,98592268,271033,"Marine microbial communities from chronically polluted sediments in the Baltic Sea - site KBA sample SWE 07_21m (Baltic Sea site KBA sample SWE 07_21m, Oct 2011 Assem)",8331,0.030737954
